session_id,game_id,timestamp_ms,phase,event_type,gaze_x,gaze_y,click_x,click_y,element_type,card_row,card_col,card_id,card_image_name,matched,game_time_ms
20251218_155156,4,57426244,memorization,phase_start,,,,,,,,,,,0
20251218_155156,4,57426329,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426389,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426441,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426509,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426575,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426643,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426695,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426758,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426824,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426886,memorization,gaze_sample,202,-64,,,other,,,,,,0
20251218_155156,4,57426944,memorization,gaze_sample,556,158,,,other,,,,,,0
20251218_155156,4,57427016,memorization,gaze_sample,888,349,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20251218_155156,4,57427077,memorization,gaze_sample,1068,492,,,grid_frame,,,,,,0
20251218_155156,4,57427139,memorization,gaze_sample,1234,638,,,card,2,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20251218_155156,4,57427202,memorization,gaze_sample,1171,624,,,card,2,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20251218_155156,4,57427262,memorization,gaze_sample,1171,624,,,card,2,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20251218_155156,4,57427316,memorization,gaze_sample,1171,624,,,card,2,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20251218_155156,4,57427382,memorization,gaze_sample,801,381,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20251218_155156,4,57427442,memorization,gaze_sample,801,381,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20251218_155156,4,57427506,memorization,gaze_sample,801,381,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20251218_155156,4,57427571,memorization,gaze_sample,477,241,,,grid_frame,,,,,,0
20251218_155156,4,57427629,memorization,gaze_sample,477,241,,,grid_frame,,,,,,0
20251218_155156,4,57427692,memorization,gaze_sample,477,241,,,grid_frame,,,,,,0
20251218_155156,4,57427761,memorization,gaze_sample,556,102,,,status_label,,,,,,0
20251218_155156,4,57427831,memorization,gaze_sample,698,114,,,status_label,,,,,,0
20251218_155156,4,57427898,memorization,gaze_sample,1059,303,,,grid_frame,,,,,,0
20251218_155156,4,57427947,memorization,gaze_sample,1394,376,,,card,1,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\5.png,,0
20251218_155156,4,57428015,memorization,gaze_sample,1681,346,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428078,memorization,gaze_sample,1704,357,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428141,memorization,gaze_sample,1704,357,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428228,memorization,gaze_sample,1705,367,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428263,memorization,gaze_sample,1707,377,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428326,memorization,gaze_sample,1707,377,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428391,memorization,gaze_sample,1707,377,,,card,1,4,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\4.png,,0
20251218_155156,4,57428446,memorization,gaze_sample,1473,363,,,card,1,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\5.png,,0
20251218_155156,4,57428516,memorization,gaze_sample,1259,351,,,card,1,3,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\5.png,,0
20251218_155156,4,57428579,memorization,gaze_sample,1059,343,,,grid_frame,,,,,,0
20251218_155156,4,57428641,memorization,gaze_sample,1059,343,,,grid_frame,,,,,,0
20251218_155156,4,57428691,memorization,gaze_sample,1059,343,,,grid_frame,,,,,,0
20251218_155156,4,57428758,memorization,gaze_sample,1059,343,,,grid_frame,,,,,,0
20251218_155156,4,57428823,memorization,gaze_sample,1059,343,,,grid_frame,,,,,,0
20251218_155156,4,57428898,memorization,gaze_sample,1052,216,,,grid_frame,,,,,,0
20251218_155156,4,57428949,memorization,gaze_sample,1045,89,,,other,,,,,,0
20251218_155156,4,57429015,memorization,gaze_sample,1305,97,,,status_label,,,,,,0
20251218_155156,4,57429080,memorization,gaze_sample,1545,103,,,status_label,,,,,,0
20251218_155156,4,57429144,memorization,gaze_sample,1757,126,,,status_label,,,,,,0
20251218_155156,4,57429197,memorization,gaze_sample,1517,180,,,timer_label,,,,,,0
20251218_155156,4,57429263,memorization,gaze_sample,1277,235,,,grid_frame,,,,,,0
20251218_155156,4,57429330,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429393,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429444,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429510,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429578,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429642,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429695,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429759,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429824,memorization,gaze_sample,1027,321,,,grid_frame,,,,,,0
20251218_155156,4,57429893,memorization,gaze_sample,980,455,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20251218_155156,4,57429947,memorization,gaze_sample,980,455,,,card,1,2,,C:\ola\uczelniane\inzynierka\repo\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
