ms,x_gaze,y_gaze,valid,card_id_gaze,grid_position_gaze,x_click,y_click,flip,matched,card_id_click,grid_position_click
14061,403,755,1,-1,-1,-1,-1,-1,-1,-1,-1
14094,414,744,1,2,11,-1,-1,-1,-1,-1,-1
14126,417,731,1,2,11,-1,-1,-1,-1,-1,-1
14157,417,732,1,2,11,-1,-1,-1,-1,-1,-1
14190,524,752,1,-1,-1,-1,-1,-1,-1,-1,-1
14221,733,772,1,-1,-1,-1,-1,-1,-1,-1,-1
14253,939,798,1,-1,-1,-1,-1,-1,-1,-1,-1
14287,1157,816,1,4,23,-1,-1,-1,-1,-1,-1
14334,1324,874,1,4,23,-1,-1,-1,-1,-1,-1
14365,1335,923,1,4,23,-1,-1,-1,-1,-1,-1
14398,1199,949,1,4,23,-1,-1,-1,-1,-1,-1
14429,1031,964,1,2,22,-1,-1,-1,-1,-1,-1
14461,856,989,1,2,22,-1,-1,-1,-1,-1,-1
14494,764,975,1,2,22,-1,-1,-1,-1,-1,-1
14525,740,986,1,2,22,-1,-1,-1,-1,-1,-1
14559,755,1016,1,2,22,-1,-1,-1,-1,-1,-1
14589,793,1049,1,2,22,-1,-1,-1,-1,-1,-1
14621,826,1082,1,2,22,-1,-1,-1,-1,-1,-1
14655,821,1108,1,2,22,-1,-1,-1,-1,-1,-1
14684,809,1104,1,2,22,-1,-1,-1,-1,-1,-1
14717,783,1109,1,2,22,-1,-1,-1,-1,-1,-1
14766,775,1118,1,2,22,-1,-1,-1,-1,-1,-1
14799,780,1136,1,2,22,-1,-1,-1,-1,-1,-1
14830,801,1152,1,2,22,-1,-1,-1,-1,-1,-1
14862,807,1161,1,2,22,-1,-1,-1,-1,-1,-1
14893,866,1159,1,2,22,-1,-1,-1,-1,-1,-1
14925,871,1151,1,2,22,-1,-1,-1,-1,-1,-1
14960,887,1136,1,2,22,-1,-1,-1,-1,-1,-1
14990,902,1135,1,2,22,-1,-1,-1,-1,-1,-1
15021,903,1134,1,2,22,-1,-1,-1,-1,-1,-1
15053,880,1141,1,2,22,-1,-1,-1,-1,-1,-1
15088,898,1152,1,2,22,-1,-1,-1,-1,-1,-1
15120,876,1154,1,2,22,-1,-1,-1,-1,-1,-1
15148,849,1143,1,2,22,-1,-1,-1,-1,-1,-1
15198,861,1145,1,2,22,-1,-1,-1,-1,-1,-1
15232,856,1145,1,2,22,-1,-1,-1,-1,-1,-1
15263,856,1141,1,2,22,-1,-1,-1,-1,-1,-1
15294,859,1153,1,2,22,-1,-1,-1,-1,-1,-1
15340,872,1159,1,2,22,-1,-1,-1,-1,-1,-1
15368,876,1151,1,2,22,-1,-1,-1,-1,-1,-1
15392,875,1139,1,2,22,-1,-1,-1,-1,-1,-1
15424,873,1137,1,2,22,-1,-1,-1,-1,-1,-1
15453,895,1137,1,2,22,-1,-1,-1,-1,-1,-1
15485,907,1139,1,2,22,-1,-1,-1,-1,-1,-1
15519,879,1143,1,2,22,-1,-1,-1,-1,-1,-1
15548,879,1152,1,2,22,-1,-1,-1,-1,-1,-1
15581,877,1152,1,2,22,-1,-1,-1,-1,-1,-1
15628,862,1139,1,2,22,-1,-1,-1,-1,-1,-1
15660,854,1147,1,2,22,-1,-1,-1,-1,-1,-1
15693,863,1167,1,2,22,-1,-1,-1,-1,-1,-1
15727,803,1172,1,2,22,-1,-1,-1,-1,-1,-1
15759,736,1197,1,2,22,-1,-1,-1,-1,-1,-1
15788,671,1221,1,2,22,-1,-1,-1,-1,-1,-1
15821,595,1222,1,2,22,-1,-1,-1,-1,-1,-1
15854,529,1218,1,3,21,-1,-1,-1,-1,-1,-1
15885,505,1224,1,3,21,-1,-1,-1,-1,-1,-1
15920,494,1211,1,3,21,-1,-1,-1,-1,-1,-1
15950,494,1211,0,3,21,-1,-1,-1,-1,-1,-1
15981,486,1207,1,3,21,-1,-1,-1,-1,-1,-1
16029,486,1207,0,3,21,-1,-1,-1,-1,-1,-1
16063,474,1209,1,3,21,-1,-1,-1,-1,-1,-1
16093,464,1205,1,3,21,-1,-1,-1,-1,-1,-1
16125,464,1205,0,3,21,-1,-1,-1,-1,-1,-1
16160,479,1204,1,3,21,-1,-1,-1,-1,-1,-1
16189,483,1197,1,3,21,-1,-1,-1,-1,-1,-1
16221,486,1192,1,3,21,-1,-1,-1,-1,-1,-1
16253,487,1185,1,3,21,-1,-1,-1,-1,-1,-1
16286,491,1185,1,3,21,-1,-1,-1,-1,-1,-1
16318,484,1181,1,3,21,-1,-1,-1,-1,-1,-1
16382,476,1184,1,3,21,-1,-1,-1,-1,-1,-1
16415,469,1181,1,3,21,-1,-1,-1,-1,-1,-1
16462,475,1182,1,3,21,-1,-1,-1,-1,-1,-1
16490,470,1171,1,3,21,-1,-1,-1,-1,-1,-1
16514,471,1164,1,3,21,-1,-1,-1,-1,-1,-1
16541,479,1165,1,3,21,-1,-1,-1,-1,-1,-1
16570,479,1165,0,3,21,-1,-1,-1,-1,-1,-1
16602,487,1164,1,3,21,-1,-1,-1,-1,-1,-1
16632,477,1164,1,3,21,-1,-1,-1,-1,-1,-1
16663,476,1170,1,3,21,-1,-1,-1,-1,-1,-1
16695,474,1179,1,3,21,-1,-1,-1,-1,-1,-1
16726,476,1183,1,3,21,-1,-1,-1,-1,-1,-1
16783,482,1180,1,3,21,-1,-1,-1,-1,-1,-1
16814,498,1173,1,3,21,-1,-1,-1,-1,-1,-1
16838,514,1164,1,3,21,-1,-1,-1,-1,-1,-1
16867,517,1160,1,3,21,-1,-1,-1,-1,-1,-1
16897,491,1140,1,3,21,-1,-1,-1,-1,-1,-1
16928,472,1129,1,3,21,-1,-1,-1,-1,-1,-1
16961,555,1097,1,-1,-1,-1,-1,-1,-1,-1,-1
16992,709,1034,1,2,22,-1,-1,-1,-1,-1,-1
17025,882,946,1,2,22,-1,-1,-1,-1,-1,-1
17053,1080,873,1,-1,-1,-1,-1,-1,-1,-1,-1
17088,1264,795,1,-1,-1,-1,-1,-1,-1,-1,-1
17118,1264,795,0,-1,-1,-1,-1,-1,-1,-1,-1
17183,1333,737,1,3,13,-1,-1,-1,-1,-1,-1
17215,1333,737,0,3,13,-1,-1,-1,-1,-1,-1
17245,1333,737,0,3,13,-1,-1,-1,-1,-1,-1
17271,1333,737,0,3,13,-1,-1,-1,-1,-1,-1
17303,1333,737,0,3,13,-1,-1,-1,-1,-1,-1
17334,1348,707,1,3,13,-1,-1,-1,-1,-1,-1
17365,1348,707,0,3,13,-1,-1,-1,-1,-1,-1
17396,1348,707,0,3,13,-1,-1,-1,-1,-1,-1
17427,1348,707,0,3,13,-1,-1,-1,-1,-1,-1
17457,1348,707,0,3,13,-1,-1,-1,-1,-1,-1
17489,1354,685,1,3,13,-1,-1,-1,-1,-1,-1
17519,1364,665,1,3,13,-1,-1,-1,-1,-1,-1
17582,1374,649,1,3,13,-1,-1,-1,-1,-1,-1
17612,1398,640,1,3,13,-1,-1,-1,-1,-1,-1
17648,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17672,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17703,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17735,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17764,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17796,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17827,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17857,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17889,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17919,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
17950,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18013,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18047,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18077,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18100,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18122,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18159,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18189,1398,640,0,3,13,-1,-1,-1,-1,-1,-1
18221,1382,658,1,3,13,-1,-1,-1,-1,-1,-1
18253,1428,684,1,3,13,-1,-1,-1,-1,-1,-1
18285,1396,721,1,3,13,-1,-1,-1,-1,-1,-1
18317,1424,756,1,-1,-1,-1,-1,-1,-1,-1,-1
18380,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18413,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18444,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18477,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18512,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18532,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18553,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18591,1424,756,0,-1,-1,-1,-1,-1,-1,-1,-1
18621,1362,751,1,3,13,-1,-1,-1,-1,-1,-1
18653,1362,751,0,3,13,-1,-1,-1,-1,-1,-1
18687,1362,751,0,3,13,-1,-1,-1,-1,-1,-1
18717,1334,684,1,3,13,-1,-1,-1,-1,-1,-1
18782,1303,684,1,3,13,-1,-1,-1,-1,-1,-1
