session_id,game_id,timestamp_ms,phase,event_type,gaze_x,gaze_y,click_x,click_y,element_type,card_row,card_col,card_id,card_image_name,matched,game_time_ms
20260104_172106,2,62526931,memorization,phase_start,,,,,,,,,,,0
20260104_172106,2,62527007,memorization,gaze_sample,239,360,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62527071,memorization,gaze_sample,350,357,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62527132,memorization,gaze_sample,467,308,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62527182,memorization,gaze_sample,599,312,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527248,memorization,gaze_sample,698,252,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527316,memorization,gaze_sample,724,315,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527377,memorization,gaze_sample,712,314,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527440,memorization,gaze_sample,648,368,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527505,memorization,gaze_sample,550,306,,,grid_frame,,,,,,0
20260104_172106,2,62527568,memorization,gaze_sample,466,362,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62527629,memorization,gaze_sample,471,296,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62527683,memorization,gaze_sample,510,293,,,grid_frame,,,,,,0
20260104_172106,2,62527746,memorization,gaze_sample,591,232,,,grid_frame,,,,,,0
20260104_172106,2,62527816,memorization,gaze_sample,630,318,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527882,memorization,gaze_sample,742,339,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62527940,memorization,gaze_sample,757,420,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528000,memorization,gaze_sample,727,425,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528070,memorization,gaze_sample,733,442,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528119,memorization,gaze_sample,789,426,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528197,memorization,gaze_sample,740,361,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528260,memorization,gaze_sample,689,296,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528320,memorization,gaze_sample,691,303,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528384,memorization,gaze_sample,652,304,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528448,memorization,gaze_sample,836,216,,,grid_frame,,,,,,0
20260104_172106,2,62528510,memorization,gaze_sample,826,221,,,grid_frame,,,,,,0
20260104_172106,2,62528590,memorization,gaze_sample,793,214,,,grid_frame,,,,,,0
20260104_172106,2,62528659,memorization,gaze_sample,774,214,,,grid_frame,,,,,,0
20260104_172106,2,62528715,memorization,gaze_sample,758,208,,,grid_frame,,,,,,0
20260104_172106,2,62528777,memorization,gaze_sample,691,297,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528838,memorization,gaze_sample,666,298,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528900,memorization,gaze_sample,667,358,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62528977,memorization,gaze_sample,659,368,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62529024,memorization,gaze_sample,658,438,,,card,1,2,2,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\2.png,,0
20260104_172106,2,62529088,memorization,gaze_sample,457,371,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62529149,memorization,gaze_sample,440,358,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62529211,memorization,gaze_sample,443,294,,,card,1,1,3,C:\Users\domin\OneDrive\Documents\Studia\Inzynierka\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\3.png,,0
20260104_172106,2,62529275,memorization,gaze_sample,509,287,,,grid_frame,,,,,,0
