session_id,game_id,timestamp_ms,phase,event_type,gaze_x,gaze_y,click_x,click_y,element_type,card_row,card_col,card_id,card_image_name,matched,game_time_ms
20260120_172503,1,62757912,memorization,phase_start,,,,,,,,,,,0
20260120_172503,1,62758017,memorization,gaze_sample,1183,533,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758045,memorization,gaze_sample,1126,531,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758107,memorization,gaze_sample,1119,501,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758173,memorization,gaze_sample,1084,509,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758233,memorization,gaze_sample,1084,511,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758299,memorization,gaze_sample,1050,506,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758356,memorization,gaze_sample,1021,503,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758418,memorization,gaze_sample,1016,523,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758481,memorization,gaze_sample,971,505,,,card,1,3,5,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (5).jpg,,0
20260120_172503,1,62758543,memorization,gaze_sample,866,501,,,grid_frame,,,,,,0
20260120_172503,1,62758608,memorization,gaze_sample,721,495,,,card,1,2,1,C:\ola\uczelniane\inzynierka\final\EyeTracker-MemoryGameAnalyses\MemoryGame_App\images\medium\medium (1).jpg,,0
